,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_title,artist,opinion
1,0.795,0.797,10,-5.96,0,0.0634,0.00438,0.302,0.129,0.627,124.952,189614,4,Rave Grave,Walker & Royce,1
2,0.596,0.963,7,-6.032,1,0.0806,0.000443,0.872,0.285,0.148,137.004,244299,4,Fall In Love,Lilly Palmer,1
3,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,231247,3,LAGUNAS,Peso Pluma,1
4,0.747,0.629,9,-8.509,0,0.0363,0.328,0.00409,0.154,0.793,127.819,163552,3,LUNA,Peso Pluma,1
5,0.776,0.701,9,-5.223,1,0.0254,0.513,0,0.0902,0.603,112.032,265045,3,BIPOLAR,Peso Pluma,1
6,0.787,0.858,5,-4.969,0,0.0555,0.263,0,0.103,0.964,125.093,157252,3,TQM,Fuerza Regida,1
7,0.628,0.668,8,-2.722,1,0.117,0.329,0,0.139,0.845,148.746,136913,3,Ch y la Pizza,Fuerza Regida,1
8,0.558,0.648,9,-7.081,0,0.055,0.226,7.76E-06,0.0986,0.844,143.876,187226,3,El Azul,Junior H,1
9,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44E-05,0.0735,0.392,92.491,239845,4,Por las Noches,Peso Pluma,1
10,0.646,0.736,5,-7.118,0,0.0449,0.216,0,0.415,0.873,140.098,212878,3,LADY GAGA,Peso Pluma,1
11,0.702,0.68,7,-5.451,0,0.0373,0.24,0,0.111,0.86,122.895,204253,3,ROSA PASTEL,Peso Pluma,1
12,0.699,0.541,0,-4.943,1,0.0826,0.0628,0,0.0916,0.365,98.395,224921,4,Fin de Semana,Oscar Maydon,1
13,0.736,0.862,7,-4.136,0,0.0333,0.464,0,0.0904,0.799,145.001,153032,3,LA PEOPLE,Peso Pluma,1
14,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64E-06,0.326,0.915,139.959,238447,3,RUBICON,Peso Pluma,1
15,0.639,0.676,5,-7.376,0,0.11,0.296,0.00059,0.18,0.852,179.971,190680,3,NUEVA VIDA,Peso Pluma,1
16,0.576,0.604,5,-7.558,0,0.047,0.27,0,0.176,0.734,99.746,192391,3,Mente Positiva,Junior H,1
17,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61E-05,0.117,0.805,132.966,187660,3,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,1
18,0.787,0.829,0,-6.222,1,0.0456,0.308,1.81E-05,0.0971,0.867,122.968,166565,3,PLVO BLNCO,Fuerza Regida,1
19,0.59,0.845,7,-5.777,1,0.035,0.000915,0.915,0.246,0.873,145.003,243760,4,GEWALT GEWALT,Brutalismus 3000,1
20,0.658,0.729,1,-4.619,0,0.0727,1.14E-05,0.824,0.657,0.486,74.992,276840,4,IS U CHEMICAL?,Brutalismus 3000,1
21,0.517,0.929,11,-5.299,0,0.0378,4.74E-06,0.747,0.0939,0.76,145.007,265159,4,GR3Y,Brutalismus 3000,1
22,0.68,0.924,9,-5.042,1,0.0567,0.00012,0.801,0.0757,0.871,144.98,261187,4,CRY B3B3,Brutalismus 3000,1
23,0.731,0.886,2,-5.264,1,0.0663,0.00566,0.87,0.147,0.731,155.004,280227,4,JE N'EXISTE PAS,Brutalismus 3000,1
24,0.552,0.882,6,-5.292,1,0.0403,5.01E-05,0.787,0.0484,0.484,165.009,206627,4,DIE LIEBE KOMMT NICHT AUS BERLIN,Brutalismus 3000,1
25,0.632,0.663,7,-9.304,1,0.036,0.00157,0.885,0.131,0.897,149.993,198572,4,Italo Disco,southstar,1
26,0.586,0.997,7,-6.865,1,0.412,0.0108,0.768,0.127,0.0376,150.005,384000,4,90's Motherfucker,Alex Farell,1
27,0.927,0.525,8,-8.256,0,0.0667,0.274,0.238,0.0672,0.778,118.023,198305,4,Music Sounds Better with You,NEIL FRANCES,1
28,0.345,0.941,9,-9.918,1,0.0466,3.84E-05,0.633,0.0511,0.407,179.626,147062,4,Freaks,Surf Curse,1
29,0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,152761,4,Disco,Surf Curse,1
30,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861,167987,4,New Flesh,Current Joys,1
31,0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,194733,4,Blondie,Current Joys,1
32,0.639,0.82,5,-6.782,1,0.0448,0.086,0.939,0.207,0.369,165.895,174936,4,japan,Yot Club,1
33,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,The Adults Are Talking,The Strokes,1
34,0.641,0.842,9,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978,278769,4,Can I Call You Tonight?,Dayglow,1
35,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,4,Feels Like We Only Go Backwards,Tame Impala,1
36,0.589,0.481,0,-4.801,1,0.0285,0.273,1.33E-05,0.0986,0.176,93.568,228293,4,Telescope,Cage The Elephant,1
37,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,202627,4,These Days,Wallows,1
38,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,179499,4,Looking Out for You,Joy Again,1
39,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3,I Can't Handle Change,Roar,1
40,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750,3,YKWIM?,Yot Club,1
41,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,155933,4,Alien Blues,Vundabar,1
42,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4,For the First Time,Mac DeMarco,1
43,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,185224,4,Oh Klahoma,Jack Stauber,1
44,0.643,0.671,9,-5.439,0,0.0246,0.00578,0.000641,0.107,0.412,89.9,145667,4,Home,Vacations,0
45,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,422613,4,Moonlight on the River,Mac DeMarco,1
46,0.603,0.784,6,-4.023,1,0.062,0.446,8.32E-06,0.119,0.769,172.041,173104,4,Dark Red,Steve Lacy,1
47,0.708,0.323,9,-11.199,0,0.03,0.765,0.52,0.0939,0.502,141.013,241067,4,One More Love Song,Mac DeMarco,1
48,0.412,0.902,11,-9.558,1,0.0528,0.000106,4.92E-06,0.0616,0.539,100.094,170667,4,Goth Babe,Surf Curse,1
49,0.353,0.792,0,-10.239,1,0.0516,0.00833,0.000136,0.197,0.268,190.042,159199,4,I'm Not Making out With You,Surf Curse,1
50,0.301,0.974,4,-9.467,1,0.0491,0.000101,0.00907,0.0466,0.839,190.256,208741,4,In My Head Till I'm Dead,Surf Curse,1
51,0.366,0.867,10,-9.31,1,0.047,0.000239,0,0.106,0.739,176.113,163258,4,Heathers,Surf Curse,1
52,0.394,0.708,9,-5.401,1,0.0361,0.174,0.00728,0.139,0.551,81.922,264347,4,Oulala,Vundabar,1
53,0.453,0.899,11,-10.514,1,0.0599,0.000463,1.48E-06,0.0401,0.697,169.324,160458,4,Ponyboy,Surf Curse,1
54,0.303,0.736,1,-12.691,0,0.0736,0.0226,0.0352,0.107,0.453,170.826,258320,4,Forever Dumb,Surf Curse,1
55,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,222093,4,Selfless,The Strokes,1
56,0.668,0.913,9,-3.097,1,0.0348,0.0119,6.7E-06,0.111,0.933,132.039,219053,4,Social Cues,Cage The Elephant,1
57,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.7E-05,0.059,0.715,136.125,214387,4,Cold Cold Cold,Cage The Elephant,1
58,0.524,0.532,6,-6.07,0,0.026,0.0285,7.86E-05,0.242,0.367,135.678,224893,4,Sweetie Little Jean,Cage The Elephant,1
59,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973,4,Trouble,Cage The Elephant,1
60,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26E-05,0.144,0.821,112.115,173493,4,Fluorescent Adolescent,Arctic Monkeys,1
61,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4,Reptilia,The Strokes,1
62,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,175440,4,Mardy Bum,Arctic Monkeys,1
63,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,257563,4,Knee Socks,Arctic Monkeys,1
64,0.543,0.946,2,-0.734,1,0.0454,0.00614,1.49E-05,0.106,0.547,117.962,222813,4,Spiderhead,Cage The Elephant,1
65,0.45,0.794,4,-5.015,1,0.0538,0.388,0,0.303,0.362,143.861,251906,4,Freakin' Out On the Interstate,Briston Maroney,1
66,0.575,0.985,2,-1.038,0,0.0743,0.04,0,0.161,0.477,116.006,177960,4,Halo,Cage The Elephant,1
67,0.71,0.847,0,-3.009,1,0.0892,0.0289,0.00033,0.0613,0.65,119.944,207320,4,Take It or Leave It,Cage The Elephant,1
68,0.63,0.939,9,-3.293,1,0.0323,0.143,0.0149,0.115,0.629,104.993,248987,4,Hypocrite,Cage The Elephant,1
69,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,139907,4,Why,Dominic Fike,1
70,0.604,0.768,6,-4.515,0,0.0294,0.0532,0.721,0.36,0.476,135.091,192542,4,Nova Scotia 500,Boyscott,1
71,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,208760,4,Cigarette Daydreams,Cage The Elephant,1
72,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04E-06,0.151,0.304,148.038,229347,4,Come a Little Closer,Cage The Elephant,1
73,0.531,0.645,0,-9.443,1,0.0372,0.917,0.909,0.104,0.584,115.046,70016,4,Patrick Ewing,Girlfriends,1
74,0.531,0.645,0,-9.443,1,0.0372,0.917,0.909,0.104,0.584,115.046,70016,4,Patrick Ewing,Girlfriends,1
75,0.458,0.649,2,-7.424,0,0.0537,0.165,0.00131,0.177,0.869,122.542,113240,4,Brobocop,Girlfriends,1
76,0.731,0.892,2,-7.019,0,0.0296,0.134,0.257,0.0385,0.973,110.028,138387,4,Yeah!? What's It Tuba!?,Girlfriends,1
77,0.892,0.516,2,-8.292,1,0.0491,0.49,0.615,0.095,0.759,97.491,216493,3,Untitled #6,Girlfriends,1
78,0.71,0.619,0,-8.192,1,0.0275,0.917,0.841,0.141,0.603,98.513,130880,4,New Computers,Girlfriends,1
79,0.396,0.767,3,-9.137,1,0.056,0.0354,0.854,0.366,0.488,152.167,112520,4,Bernie Mac Attack,Girlfriends,1
80,0.635,0.579,5,-8.865,1,0.0326,0.0367,0.749,0.114,0.128,127.966,187960,4,Chex Urself B4 U Rex Urself,Girlfriends,1
81,0.578,0.721,11,-6.648,0,0.0323,0.0279,0.186,0.0501,0.954,146.004,178613,4,Untitled #3,Girlfriends,1
82,0.781,0.237,6,-11.662,1,0.0361,0.646,0.0182,0.239,0.451,123.07,235613,4,The Apocalypse Made Me Brave,Girlfriends,1
83,0.452,0.854,9,-5.721,0,0.0356,0.876,0.98,0.187,0.859,153.209,139667,4,Untitled #5,Girlfriends,1
84,0.583,0.261,0,-18.577,1,0.0567,0.956,0.938,0.0791,0.0364,133.031,117333,4,End,Girlfriends,1
85,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4,IGOR'S THEME,"Tyler, The Creator",1
86,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,190067,4,EARFQUAKE,"Tyler, The Creator",1
87,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4,I THINK,"Tyler, The Creator",1
88,0,0.478,11,-16.569,0,0,0.927,0,0.335,0,0,14627,0,EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",1
89,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,177227,4,RUNNING OUT OF TIME,"Tyler, The Creator",1
90,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4,NEW MAGIC WAND,"Tyler, The Creator",1
91,0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,210253,4,A BOY IS A GUN*,"Tyler, The Creator",1
92,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,PUPPET,"Tyler, The Creator",1
93,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26E-06,0.11,0.449,118.227,205627,4,WHAT'S GOOD,"Tyler, The Creator",1
94,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,375387,4,"GONE, GONE / THANK YOU","Tyler, The Creator",1
95,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,161200,4,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",1
96,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39E-06,0.111,0.313,187.308,265480,3,ARE WE STILL FRIENDS?,"Tyler, The Creator",1
97,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,269143,4,Kids,Current Joys,1
98,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005,178567,4,Me Porto Bonito,Bad Bunny,1
99,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18E-06,0.115,0.292,99.968,245940,4,Moscow Mule,Bad Bunny,1
100,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,Tití Me Preguntó,Bad Bunny,1
101,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,211582,4,I KNOW ?,Travis Scott,NA
102,0.682,0.764,1,-6.314,1,0.0327,0.000779,0.0089,0.373,0.248,125.018,258843,4,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,NA
103,0.361,0.395,5,-8.51,0,0.0429,0.858,0.00356,0.211,0.208,75.923,154964,3,PARASAIL (feat. Yung Lean & Dave Chappelle),Travis Scott,NA
104,0.645,0.803,1,-4.223,1,0.227,0.085,0,0.101,0.314,89.499,163072,4,LOST FOREVER (feat. Westside Gunn),Travis Scott,NA
105,0.678,0.739,3,-4.358,1,0.044,0.0712,0,0.388,0.108,110.967,226715,4,LOOOVE (feat. Kid Cudi),Travis Scott,NA
106,0.813,0.621,5,-5.614,0,0.0618,0.0405,2.74E-06,0.67,0.545,121.057,185221,4,K-POP (feat. Bad Bunny & The Weeknd),Travis Scott,NA
107,0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,353755,4,TELEKINESIS (feat. SZA & Future),Travis Scott,NA
108,0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,314836,4,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Travis Scott,NA
109,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4,Let It Happen,Tame Impala,1
110,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413,4,The Moment,Tame Impala,NA
111,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591,4,Eventually,Tame Impala,NA
112,0.547,0.208,11,-17.949,0,0.0369,0.974,0.973,0.104,0.347,119.474,55413,3,Gossip,Tame Impala,NA
113,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4,The Less I Know The Better,Tame Impala,1
114,0.371,0.778,7,-7.196,0,0.0559,0.211,0.00141,0.181,0.288,145.734,228040,4,Past Life,Tame Impala,NA
115,0.661,0.869,5,-5.477,1,0.0334,0.078,0.924,0.398,0.8,126.971,108547,4,Disciples,Tame Impala,NA
116,0.547,0.695,9,-4.969,1,0.0337,0.108,0.00301,0.14,0.641,144.684,241987,4,'Cause I'm A Man,Tame Impala,NA
117,0.536,0.915,2,-4.993,1,0.0581,0.154,0.000788,0.372,0.472,115.037,252027,4,Reality In Motion,Tame Impala,NA
118,0.502,0.699,5,-5.528,1,0.0333,0.0055,0,0.171,0.354,111.024,185773,4,Love/Paranoia,Tame Impala,NA
119,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4,"New Person, Same Old Mistakes",Tame Impala,NA
120,0.581,0.652,11,-5.039,0,0.0496,0.439,0,0.351,0.358,90.634,223373,4,Real Life,The Weeknd,NA
121,0.666,0.485,0,-9.85,0,0.053,0.0355,0.000599,0.504,0.287,91.007,281147,4,Losers,The Weeknd,NA
122,0.583,0.454,1,-11.091,0,0.0425,0.265,0,0.181,0.309,74.64,334333,4,Tell Your Friends,The Weeknd,NA
123,0.572,0.631,7,-9.836,0,0.0476,0.222,0,0.135,0.0713,134.078,249040,4,Often,The Weeknd,1
124,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4,The Hills,The Weeknd,1
125,0.372,0.478,7,-9.835,0,0.0503,0.482,0,0.0844,0.254,101.102,348853,4,Acquainted,The Weeknd,1
126,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4,Can't Feel My Face,The Weeknd,1
127,0.603,0.563,6,-8.313,1,0.027,0.147,0,0.109,0.234,100.06,253507,4,Shameless,The Weeknd,NA
128,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,277680,3,Earned It (Fifty Shades Of Grey),The Weeknd,1
129,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168.022,235653,3,In The Night,The Weeknd,1
130,0.377,0.329,0,-9.67,0,0.0569,0.131,0.00654,0.279,0.0528,173.663,340493,4,As You Are,The Weeknd,NA
131,0.501,0.403,7,-9.611,1,0.0747,0.116,1.03E-05,0.124,0.27,132.608,260640,3,Dark Times,The Weeknd,1
132,0.551,0.405,0,-12.756,0,0.0398,0.443,0.000217,0.11,0.341,135.017,274960,4,Prisoner,The Weeknd,NA
133,0.626,0.583,10,-7.574,0,0.0435,0.105,0,0.115,0.335,127.966,377347,4,Angel,The Weeknd,NA
134,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,250053,4,Alone Again,The Weeknd,NA
135,0.638,0.863,4,-5.221,0,0.132,0.052,5.46E-05,0.685,0.226,120.077,239973,4,Too Late,The Weeknd,NA
136,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83E-05,0.125,0.108,80.957,211400,4,Hardest To Love,The Weeknd,NA
137,0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221,191307,4,Scared To Live,The Weeknd,NA
138,0.55,0.611,0,-7.475,1,0.137,0.162,6.88E-05,0.121,0.243,148.062,247187,4,Snowchild,The Weeknd,NA
139,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,355960,4,Escape From LA,The Weeknd,1
140,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01E-06,0.156,0.252,170.062,198267,4,Heartless,The Weeknd,1
141,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4,Faith,The Weeknd,NA
142,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,200040,4,Blinding Lights,The Weeknd,1
143,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1E-05,0.0736,0.717,100.021,237520,4,In Your Eyes,The Weeknd,NA
144,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,215627,4,Save Your Tears,The Weeknd,NA
145,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032,195813,4,Repeat After Me (Interlude),The Weeknd,NA
146,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4,After Hours,The Weeknd,NA
147,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9E-05,0.093,0.148,115.233,190173,3,Until I Bleed Out,The Weeknd,NA
148,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4,Music For a Sushi Restaurant,Harry Styles,NA
149,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,177955,4,Late Night Talking,Harry Styles,NA
150,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959,4,Grapejuice,Harry Styles,NA
151,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,As It Was,Harry Styles,1
152,0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,164533,3,Daylight,Harry Styles,NA
153,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,202183,4,Little Freak,Harry Styles,NA
154,0.507,0.294,2,-10,1,0.04,0.896,1.97E-05,0.0966,0.386,114.199,245964,4,Matilda,Harry Styles,NA
155,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4,Cinema,Harry Styles,NA
156,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4,Daydreaming,Harry Styles,NA
157,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,140242,3,Keep Driving,Harry Styles,NA
158,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05E-05,0.0917,0.301,138.984,218577,4,Satellite,Harry Styles,NA
159,0.417,0.202,0,-10.976,1,0.0357,0.935,0,0.108,0.323,118.029,194544,4,Boyfriends,Harry Styles,NA
160,0.555,0.536,7,-8.233,1,0.0452,0.669,0,0.0623,0.203,118.057,191638,4,Love Of My Life,Harry Styles,NA
161,0.401,0.287,1,-8.236,0,0.0264,0.326,9.07E-06,0.261,0.168,86.649,168280,4,P,Jaden,NA
162,0.608,0.862,6,-4.213,0,0.273,0.307,0,0.419,0.613,174.091,130347,4,I,Jaden,NA
163,0.402,0.483,1,-9.139,0,0.345,0.329,0,0.14,0.315,173.994,231027,4,N,Jaden,NA
164,0.492,0.635,1,-6.779,0,0.371,0.265,0,0.122,0.177,174.148,280720,4,K,Jaden,NA
165,0.47,0.794,2,-3.642,1,0.114,0.113,0,0.119,0.133,160.12,247760,4,NOIZE,Jaden,1
166,0.73,0.719,2,-6.325,1,0.205,0.239,2.25E-06,0.104,0.307,82.944,237013,4,i-drip-or-is,Jaden,1
167,0.62,0.577,1,-6.479,1,0.0687,0.522,6.78E-05,0.168,0.12,81.499,269813,4,Again,Jaden,NA
168,0.802,0.673,10,-5.108,0,0.248,0.101,7.33E-06,0.109,0.659,150.915,76693,4,Got It,Jaden,NA
169,0.458,0.956,1,-2.858,0,0.352,0.344,0,0.352,0.188,108.884,102347,4,Fire Dept,Jaden,1
170,0.684,0.825,6,-3.517,0,0.238,0.202,6.04E-05,0.0899,0.388,80.307,251333,4,Mission,Jaden,NA
171,0.45,0.473,11,-8.997,0,0.0476,0.354,0.00295,0.0843,0.17,133.926,400667,4,Blackout,Jaden,NA
172,0.397,0.586,0,-7.242,1,0.104,0.272,9.06E-05,0.18,0.33,151.31,375320,3,Pain,Jaden,NA
173,0.759,0.812,8,-4.257,1,0.251,0.251,0,0.348,0.229,139.911,135880,4,Chateau,Jaden,NA
174,0.344,0.843,1,-3.711,0,0.0422,0.0214,0.00345,0.189,0.219,97.5,244720,4,On My Own,Jaden,NA
175,0.39,0.605,9,-6.897,0,0.144,0.105,0,0.172,0.16,75.128,274987,4,Riot,Jaden,NA
176,0.326,0.577,2,-9.843,1,0.106,0.753,1.56E-05,0.382,0.23,95.502,471813,4,ERYS,Jaden,NA
177,0.567,0.855,11,-3.377,0,0.0708,0.149,0,0.132,0.348,160.071,138031,4,Beautiful Disruption,Jaden,NA
178,0.469,0.278,2,-11.274,1,0.0262,0.766,0,0.13,0.197,90.03,222031,4,Somebody Else,Jaden,NA
179,0.77,0.589,1,-4.942,1,0.111,0.144,8.61E-06,0.178,0.163,148.056,162220,4,Ghost - Remix,Jaden,NA
180,0.532,0.707,8,-7.254,1,0.101,0.0529,0.0023,0.0911,0.0545,136.016,544026,4,Like Me,Steve Lacy,NA
181,0.815,0.73,5,-7.615,0,0.0803,0.0407,0.000242,0.215,0.497,128.97,141531,4,Guide,Steve Lacy,NA
182,0.544,0.59,9,-9.378,0,0.0394,0.0243,0.0404,0.577,0.735,79.896,183075,3,Lay Me Down,Steve Lacy,NA
183,0.824,0.716,0,-7.089,1,0.0526,0.000916,0.0148,0.299,0.771,107.997,160183,4,Hate CD,Steve Lacy,NA
184,0.608,0.435,9,-7.71,0,0.0341,0.983,0.00469,0.437,0.489,120.954,120770,4,In Lust We Trust,Steve Lacy,NA
185,0.43,0.886,0,-4.929,1,0.0562,0.18,0.00175,0.52,0.448,78.986,222981,4,Love 2 Fast,Steve Lacy,1
186,0.182,0.249,0,-11.835,1,0.0395,0.917,0.922,0.307,0.136,203.464,190511,3,Amandla's Interlude,Steve Lacy,NA
187,0.419,0.586,9,-6.198,0,0.0556,0.0986,1.82E-05,0.116,0.0767,124.882,374352,3,Outro Freestyle/4ever,Steve Lacy,NA
188,0.749,0.398,5,-7.44,0,0.171,0.648,1.26E-06,0.115,0.0859,80.032,226040,4,Myself,NAV,NA
189,0.649,0.561,0,-6.297,0,0.102,0.0273,0,0.122,0.311,170.036,182880,4,NAV,NAV,NA
190,0.726,0.728,8,-5.586,0,0.0907,0.0407,0,0.251,0.627,143.019,161107,4,My Mind,NAV,NA
191,0.781,0.792,9,-6.68,0,0.358,0.0051,0,0.563,0.527,160.042,159000,4,Good For It,NAV,NA
192,0.563,0.456,10,-7.177,0,0.102,0.0643,0,0.161,0.195,181.48,215293,4,Lonely,NAV,NA
193,0.66,0.491,8,-6.645,0,0.101,0.0338,0,0.101,0.376,154.132,199520,4,Up,NAV,NA
194,0.394,0.329,4,-12.101,0,0.0647,0.121,0.123,0.135,0.0678,104.257,116573,4,Interlude,NAV,NA
195,0.758,0.582,10,-6.813,0,0.153,0.187,0,0.103,0.506,160.037,186000,4,Sleep,NAV,NA
196,0.58,0.443,0,-10.05,0,0.0567,0.342,0,0.102,0.5,72.573,162187,4,Mariah,NAV,NA
197,0.744,0.715,0,-6.103,1,0.351,0.101,0,0.0919,0.34,154.962,179773,4,Some Way,NAV,NA
198,0.684,0.356,9,-10.14,0,0.0418,0.49,3.09E-06,0.226,0.179,95.944,242587,4,TTD,NAV,NA
199,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25E-06,0.114,0.269,146.051,233667,4,Growin' Up and Gettin' Old,Luke Combs,NA
200,0.52,0.962,1,-5.506,0,0.0827,0.000369,0,0.33,0.488,131.068,218173,4,Hannah Ford Road,Luke Combs,NA
201,0.586,0.725,10,-7.073,1,0.0254,0.00532,0.00173,0.228,0.68,94.995,191987,4,You Found Yours,Luke Combs,NA
202,0.519,0.682,8,-6.284,1,0.0321,0.161,2.57E-05,0.113,0.451,78.933,217640,4,"The Beer, the Band, and the Barstool",Luke Combs,NA
203,0.625,0.832,6,-5.127,1,0.0563,0.187,0,0.0913,0.341,106.971,203440,4,Still,Luke Combs,NA
204,0.625,0.835,6,-4.964,1,0.0295,0.00982,2.86E-05,0.173,0.594,141.972,245707,4,See Me Now,Luke Combs,NA
205,0.583,0.658,2,-6.62,1,0.0296,0.0149,0,0.374,0.437,76.004,218533,4,Joe,Luke Combs,NA
